"","X","work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_location","company_size"
"2627",2627,2023,"EX","FT","Security Architect",230000,"USD",230000,"US",0,"US","M"
"2628",2628,2023,"EX","FT","Security Architect",190000,"USD",190000,"US",0,"US","M"
"2629",2629,2023,"SE","FT","DevSecOps Engineer",150000,"USD",150000,"US",0,"US","M"
"2630",2630,2023,"SE","FT","DevSecOps Engineer",100000,"USD",100000,"US",0,"US","M"
"2631",2631,2023,"EN","FT","DevSecOps Engineer",253200,"USD",253200,"US",0,"US","M"
"2632",2632,2023,"EN","FT","DevSecOps Engineer",90700,"USD",90700,"US",0,"US","M"
"2633",2633,2022,"EN","FT","Cyber Security Consultant",113000,"USD",113000,"US",100,"US","M"
"2634",2634,2023,"SE","FT","Software Reverse Engineer",198800,"USD",198800,"US",0,"US","M"
"2635",2635,2023,"SE","FT","Software Reverse Engineer",122600,"USD",122600,"US",0,"US","M"
"2636",2636,2023,"SE","FT","Security Analyst",192500,"USD",192500,"US",100,"US","M"
"2637",2637,2023,"SE","FT","Security Analyst",122500,"USD",122500,"US",100,"US","M"
"2638",2638,2023,"MI","FT","DevSecOps Engineer",119910,"USD",119910,"US",0,"US","M"
"2639",2639,2023,"MI","FT","DevSecOps Engineer",72324,"USD",72324,"US",0,"US","M"
"2640",2640,2023,"SE","FT","Security Engineer",177300,"USD",177300,"US",0,"US","M"
"2641",2641,2023,"SE","FT","Security Engineer",136300,"USD",136300,"US",0,"US","M"
"2642",2642,2023,"EX","FT","Head of Security",394250,"USD",394250,"US",0,"US","M"
"2643",2643,2023,"EX","FT","Head of Security",240000,"USD",240000,"US",0,"US","M"
"2644",2644,2023,"EX","FT","Security Engineer",250000,"USD",250000,"US",0,"US","M"
"2645",2645,2023,"EX","FT","Security Engineer",180000,"USD",180000,"US",0,"US","M"
"2646",2646,2023,"SE","FT","Security Engineer",258800,"USD",258800,"US",0,"US","M"
"2647",2647,2023,"SE","FT","Security Engineer",199200,"USD",199200,"US",0,"US","M"
"2648",2648,2023,"SE","FT","Compliance Analyst",155000,"USD",155000,"US",0,"US","M"
"2649",2649,2023,"SE","FT","Compliance Analyst",100750,"USD",100750,"US",0,"US","M"
"2650",2650,2023,"MI","FT","Cyber Security Consultant",77000,"USD",77000,"US",100,"US","M"
"2651",2651,2023,"EN","FT","Cyber Security Analyst",70000,"USD",70000,"US",50,"US","L"
"2652",2652,2023,"SE","FT","Security Engineer",150000,"USD",150000,"US",0,"US","M"
"2653",2653,2023,"SE","FT","Security Engineer",100000,"USD",100000,"US",0,"US","M"
"2654",2654,2023,"MI","FT","Cyber Security Specialist",140000,"USD",140000,"AU",0,"AU","M"
"2655",2655,2023,"MI","FT","Cyber Security Specialist",100000,"USD",100000,"AU",0,"AU","M"
"2656",2656,2023,"MI","FT","Security Engineer",150000,"USD",150000,"US",0,"US","M"
"2657",2657,2023,"MI","FT","Security Engineer",120000,"USD",120000,"US",0,"US","M"
"2658",2658,2023,"SE","FT","Security Analyst",123000,"USD",123000,"US",0,"US","M"
"2659",2659,2023,"SE","FT","Security Analyst",83000,"USD",83000,"US",0,"US","M"
"2660",2660,2023,"MI","FT","Information Security Manager",170000,"USD",170000,"US",100,"US","M"
"2661",2661,2023,"MI","FT","Information Security Manager",114000,"USD",114000,"US",100,"US","M"
"2662",2662,2023,"SE","FT","Security Engineer",163400,"USD",163400,"US",0,"US","M"
"2663",2663,2023,"SE","FT","Security Engineer",90000,"USD",90000,"US",0,"US","M"
"2664",2664,2023,"MI","FT","DevSecOps Engineer",150000,"USD",150000,"US",100,"US","M"
"2665",2665,2023,"MI","FT","DevSecOps Engineer",135000,"USD",135000,"US",100,"US","M"
"2666",2666,2023,"SE","FT","Security Engineer",200000,"USD",200000,"US",0,"US","M"
"2667",2667,2023,"SE","FT","Security Engineer",180000,"USD",180000,"US",0,"US","M"
"2668",2668,2023,"MI","FT","Application Security Engineer",24000,"GBP",29529,"IN",100,"GR","M"
"2669",2669,2023,"MI","FT","Application Security Engineer",24000,"GBP",29529,"IN",100,"US","S"
"2670",2670,2023,"SE","FT","Security Engineer",278700,"USD",278700,"US",0,"US","M"
"2671",2671,2023,"SE","FT","Security Engineer",159300,"USD",159300,"US",0,"US","M"
"2672",2672,2022,"MI","FT","Cyber Security Consultant",29400,"EUR",30889,"GR",50,"GR","M"
"2673",2673,2023,"SE","FT","Security Architect",200000,"USD",200000,"AU",0,"AU","M"
"2674",2674,2023,"SE","FT","Security Architect",70000,"USD",70000,"AU",0,"AU","M"
"2675",2675,2023,"SE","FT","Security Engineer",200000,"USD",200000,"US",0,"US","M"
"2676",2676,2023,"SE","FT","Security Engineer",180000,"USD",180000,"US",0,"US","M"
"2677",2677,2023,"MI","FT","Cyber Security Analyst",93600,"CHF",102491,"CH",0,"CH","S"
"2678",2678,2023,"SE","FT","DevSecOps Engineer",150000,"USD",150000,"US",0,"US","M"
"2679",2679,2023,"SE","FT","DevSecOps Engineer",100000,"USD",100000,"US",0,"US","M"
"2680",2680,2023,"SE","FT","Security Engineer",209880,"USD",209880,"US",0,"US","M"
"2681",2681,2023,"SE","FT","Security Engineer",170685,"USD",170685,"US",0,"US","M"
"2682",2682,2022,"EN","FT","Cyber Security Engineer",504000,"DKK",71178,"DK",50,"DK","M"
"2683",2683,2023,"SE","FT","Security Engineer",231000,"USD",231000,"US",0,"US","M"
"2684",2684,2023,"SE","FT","Security Engineer",128000,"USD",128000,"US",0,"US","M"
"2685",2685,2023,"SE","FT","Offensive Security Engineer",165000,"USD",165000,"US",0,"US","L"
"2686",2686,2023,"SE","FT","Cyber Security Researcher",220000,"USD",220000,"US",50,"US","L"
"2687",2687,2023,"MI","FT","Security Engineer",100000,"USD",100000,"US",0,"US","M"
"2688",2688,2023,"MI","FT","Security Engineer",80000,"USD",80000,"US",0,"US","M"
"2689",2689,2023,"EX","FT","Security Architect",230000,"USD",230000,"US",0,"US","M"
"2690",2690,2023,"EX","FT","Security Architect",190000,"USD",190000,"US",0,"US","M"
"2691",2691,2023,"SE","FT","Security Consultant",90000,"GBP",110736,"GB",100,"GB","M"
"2692",2692,2023,"SE","FT","Security Consultant",70000,"GBP",86128,"GB",100,"GB","M"
"2693",2693,2023,"SE","FT","Security Engineer",250830,"USD",250830,"US",0,"US","M"
"2694",2694,2023,"SE","FT","Security Engineer",143370,"USD",143370,"US",0,"US","M"
"2695",2695,2023,"SE","FT","Security Engineer",147000,"USD",147000,"US",100,"US","M"
"2696",2696,2023,"SE","FT","Security Engineer",127000,"USD",127000,"US",100,"US","M"
"2697",2697,2023,"SE","FT","Security Researcher",225500,"USD",225500,"US",0,"US","M"
"2698",2698,2023,"SE","FT","Security Researcher",139400,"USD",139400,"US",0,"US","M"
"2699",2699,2023,"SE","FT","Security Engineer",190000,"USD",190000,"US",0,"US","M"
"2700",2700,2023,"SE","FT","Security Engineer",136000,"USD",136000,"US",0,"US","M"
"2701",2701,2023,"SE","FT","Security Engineer",168400,"USD",168400,"US",0,"US","M"
"2702",2702,2023,"SE","FT","Security Engineer",105200,"USD",105200,"US",0,"US","M"
"2703",2703,2023,"SE","FT","Security Engineer",198800,"USD",198800,"US",0,"US","M"
"2704",2704,2023,"SE","FT","Security Engineer",122600,"USD",122600,"US",0,"US","M"
"2705",2705,2023,"MI","FT","Security Analyst",130000,"USD",130000,"US",0,"US","M"
"2706",2706,2023,"MI","FT","Security Analyst",90000,"USD",90000,"US",0,"US","M"
"2707",2707,2023,"EN","PT","Application Security Analyst",50000,"USD",50000,"NG",0,"NG","S"
"2708",2708,2023,"SE","FT","Security Engineer",247500,"USD",247500,"US",0,"US","M"
"2709",2709,2023,"SE","FT","Security Engineer",153000,"USD",153000,"US",0,"US","M"
"2710",2710,2023,"SE","FT","Security Engineer",279500,"USD",279500,"US",0,"US","M"
"2711",2711,2023,"SE","FT","Security Engineer",172800,"USD",172800,"US",0,"US","M"
"2712",2712,2023,"SE","FT","Security Analyst",179875,"USD",179875,"US",100,"US","M"
"2713",2713,2023,"SE","FT","Security Analyst",107925,"USD",107925,"US",100,"US","M"
"2714",2714,2023,"SE","FT","Security Engineer",231000,"USD",231000,"US",0,"US","M"
"2715",2715,2023,"SE","FT","Security Engineer",128000,"USD",128000,"US",0,"US","M"
"2716",2716,2023,"MI","FT","Cyber Security Analyst",102000,"USD",102000,"US",50,"US","L"
"2717",2717,2022,"EN","FT","Information Security Engineer",92000,"USD",92000,"US",100,"US","L"
"2718",2718,2023,"SE","FT","Security Analyst",166500,"USD",166500,"US",0,"US","M"
"2719",2719,2023,"SE","FT","Security Analyst",120600,"USD",120600,"US",0,"US","M"
"2720",2720,2023,"SE","FT","Security Engineer",272300,"USD",272300,"US",0,"US","M"
"2721",2721,2023,"SE","FT","Security Engineer",189400,"USD",189400,"US",0,"US","M"
"2722",2722,2023,"SE","FT","Security Analyst",150000,"USD",150000,"US",100,"US","M"
"2723",2723,2023,"SE","FT","Security Analyst",110500,"USD",110500,"US",100,"US","M"
"2724",2724,2023,"MI","FT","Information Systems Security Officer",140000,"USD",140000,"US",0,"US","M"
"2725",2725,2023,"MI","FT","Information Systems Security Officer",86000,"USD",86000,"US",0,"US","M"
"2726",2726,2023,"SE","FT","Information Security Officer",204500,"USD",204500,"US",0,"US","M"
"2727",2727,2023,"SE","FT","Information Security Officer",142200,"USD",142200,"US",0,"US","M"
"2728",2728,2023,"SE","FT","Security Analyst",148000,"USD",148000,"US",100,"US","M"
"2729",2729,2023,"SE","FT","Security Analyst",114000,"USD",114000,"US",100,"US","M"
"2730",2730,2023,"SE","FT","DevSecOps Engineer",216500,"USD",216500,"US",0,"US","M"
"2731",2731,2023,"SE","FT","DevSecOps Engineer",133800,"USD",133800,"US",0,"US","M"
"2732",2732,2023,"SE","FT","Security Analyst",140000,"USD",140000,"US",0,"US","M"
"2733",2733,2023,"SE","FT","Security Analyst",86000,"USD",86000,"US",0,"US","M"
"2734",2734,2023,"SE","CT","Penetration Testing Engineer",156000,"EUR",168430,"IE",100,"IE","S"
"2735",2735,2023,"SE","FT","DevSecOps Engineer",150000,"USD",150000,"US",0,"US","M"
"2736",2736,2023,"SE","FT","DevSecOps Engineer",100000,"USD",100000,"US",0,"US","M"
"2737",2737,2023,"SE","FT","Security Analyst",130000,"USD",130000,"US",0,"US","M"
"2738",2738,2023,"SE","FT","Security Analyst",90000,"USD",90000,"US",0,"US","M"
"2739",2739,2023,"SE","FT","Security Engineer",201000,"USD",201000,"US",0,"US","M"
"2740",2740,2023,"SE","FT","Security Engineer",143000,"USD",143000,"US",0,"US","M"
"2741",2741,2022,"EN","FT","Cyber Security Analyst",70000,"USD",70000,"US",100,"US","L"
"2742",2742,2022,"MI","FT","Information Security Specialist",60000,"EUR",63040,"DE",100,"DE","L"
"2743",2743,2023,"SE","FT","Security Engineer",329500,"USD",329500,"US",0,"US","M"
"2744",2744,2023,"SE","FT","Security Engineer",269600,"USD",269600,"US",0,"US","M"
"2745",2745,2021,"EN","FT","Security Analyst",60000,"USD",60000,"US",100,"US","L"
"2746",2746,2022,"SE","FT","Cyber Security Consultant",2000000,"CZK",85540,"CZ",100,"US","L"
"2747",2747,2023,"MI","FT","Incident Response Analyst",110000,"USD",110000,"US",0,"US","M"
"2748",2748,2023,"MI","FT","Incident Response Analyst",44000,"USD",44000,"US",0,"US","M"
"2749",2749,2023,"SE","FT","IAM Engineer",153900,"USD",153900,"US",100,"US","M"
"2750",2750,2023,"SE","FT","IAM Engineer",117700,"USD",117700,"US",100,"US","M"
"2751",2751,2023,"MI","FT","Security Officer",147100,"USD",147100,"US",0,"US","M"
"2752",2752,2023,"MI","FT","Security Officer",90700,"USD",90700,"US",0,"US","M"
"2753",2753,2023,"SE","FT","Security Engineer",235400,"USD",235400,"US",100,"US","M"
"2754",2754,2023,"SE","FT","Security Engineer",160080,"USD",160080,"US",100,"US","M"
"2755",2755,2023,"SE","FT","Security Specialist",117000,"USD",117000,"US",0,"US","M"
"2756",2756,2023,"SE","FT","Security Specialist",70200,"USD",70200,"US",0,"US","M"
"2757",2757,2023,"SE","FT","IAM Engineer",180360,"USD",180360,"US",100,"US","M"
"2758",2758,2023,"SE","FT","IAM Engineer",123280,"USD",123280,"US",100,"US","M"
"2759",2759,2022,"MI","FT","Cyber Security Specialist",42000,"EUR",44128,"NL",50,"NL","L"
"2760",2760,2022,"SE","FT","Information Security Manager",75000,"EUR",78800,"NL",50,"NL","L"
"2761",2761,2020,"SE","FT","Cyber Security Consultant",80000,"EUR",91237,"NL",50,"NL","L"
"2762",2762,2022,"EX","FT","Chief Information Security Officer",115000,"EUR",120827,"NL",50,"NL","L"
"2763",2763,2023,"SE","FT","Cyber Security Specialist",85000,"USD",85000,"GB",0,"GB","M"
"2764",2764,2023,"SE","FT","Cyber Security Specialist",75000,"USD",75000,"GB",0,"GB","M"
"2765",2765,2023,"SE","FT","Security Engineer",204500,"USD",204500,"US",0,"US","M"
"2766",2766,2023,"SE","FT","Security Engineer",142200,"USD",142200,"US",0,"US","M"
"2767",2767,2023,"SE","FT","Security Engineer",266000,"USD",266000,"US",0,"US","M"
"2768",2768,2023,"SE","FT","Security Engineer",152000,"USD",152000,"US",0,"US","M"
"2769",2769,2023,"SE","FT","Security Engineer",180000,"USD",180000,"US",0,"US","M"
"2770",2770,2023,"SE","FT","Security Engineer",150000,"USD",150000,"US",0,"US","M"
"2771",2771,2022,"SE","FT","Cloud Security Architect",185000,"USD",185000,"US",100,"US","L"
"2772",2772,2023,"MI","FT","Security Analyst",141662,"USD",141662,"US",0,"US","M"
"2773",2773,2023,"MI","FT","Security Analyst",111700,"USD",111700,"US",0,"US","M"
"2774",2774,2023,"SE","FT","Security Engineer",170000,"USD",170000,"US",0,"US","M"
"2775",2775,2023,"SE","FT","Security Engineer",120000,"USD",120000,"US",0,"US","M"
"2776",2776,2023,"MI","FT","Security Consultant",65000,"GBP",79976,"GB",0,"GB","M"
"2777",2777,2023,"MI","FT","Security Consultant",50000,"GBP",61520,"GB",0,"GB","M"
"2778",2778,2023,"SE","FT","Security Engineer",175000,"USD",175000,"US",0,"US","M"
"2779",2779,2023,"SE","FT","Security Engineer",130000,"USD",130000,"US",0,"US","M"
"2780",2780,2023,"MI","FT","Compliance Analyst",92000,"USD",92000,"US",0,"US","M"
"2781",2781,2023,"MI","FT","Compliance Analyst",66000,"USD",66000,"US",0,"US","M"
"2782",2782,2023,"EX","FT","Security Engineer",100000,"USD",100000,"US",0,"US","M"
"2783",2783,2023,"EX","FT","Security Engineer",80000,"USD",80000,"US",0,"US","M"
"2784",2784,2023,"MI","FT","Security Engineer",150000,"USD",150000,"US",0,"US","M"
"2785",2785,2023,"MI","FT","Security Engineer",120000,"USD",120000,"US",0,"US","M"
"2786",2786,2023,"SE","FT","Security Researcher",225500,"USD",225500,"US",0,"US","M"
"2787",2787,2023,"SE","FT","Security Researcher",139400,"USD",139400,"US",0,"US","M"
"2788",2788,2023,"SE","FT","Security Engineer",175000,"USD",175000,"US",0,"US","M"
"2789",2789,2023,"SE","FT","Security Engineer",130000,"USD",130000,"US",0,"US","M"
"2790",2790,2023,"SE","FT","Security Engineer",95000,"USD",95000,"US",0,"US","M"
"2791",2791,2023,"SE","FT","Security Engineer",75000,"USD",75000,"US",0,"US","M"
"2792",2792,2023,"SE","FT","Security Engineer",120000,"USD",120000,"US",0,"US","M"
"2793",2793,2023,"SE","FT","Security Engineer",85000,"USD",85000,"US",0,"US","M"
"2794",2794,2023,"SE","FT","Security Engineer",150000,"USD",150000,"US",0,"US","M"
"2795",2795,2023,"SE","FT","Security Engineer",120000,"USD",120000,"US",0,"US","M"
"2796",2796,2023,"EX","FT","Security Engineer",250000,"USD",250000,"US",0,"US","M"
"2797",2797,2023,"EX","FT","Security Engineer",185000,"USD",185000,"US",0,"US","M"
"2798",2798,2023,"SE","FT","Cyber Threat Intelligence Analyst",147100,"USD",147100,"US",0,"US","M"
"2799",2799,2023,"SE","FT","Cyber Threat Intelligence Analyst",90700,"USD",90700,"US",0,"US","M"
"2800",2800,2023,"SE","FT","Security Engineer",220000,"USD",220000,"US",0,"US","M"
"2801",2801,2023,"SE","FT","Security Engineer",180000,"USD",180000,"US",0,"US","M"
"2802",2802,2023,"SE","FT","Security Solutions Architect",205150,"USD",205150,"US",0,"US","M"
"2803",2803,2023,"SE","FT","Security Solutions Architect",126800,"USD",126800,"US",0,"US","M"
"2804",2804,2023,"SE","FT","DevSecOps Engineer",216500,"USD",216500,"US",0,"US","M"
"2805",2805,2023,"SE","FT","DevSecOps Engineer",133800,"USD",133800,"US",0,"US","M"
"2806",2806,2023,"SE","FT","Security Engineer",250000,"USD",250000,"US",100,"US","M"
"2807",2807,2023,"SE","FT","Security Engineer",180000,"USD",180000,"US",100,"US","M"
"2808",2808,2023,"SE","FT","Security Engineer",279500,"USD",279500,"US",0,"US","M"
"2809",2809,2023,"SE","FT","Security Engineer",172800,"USD",172800,"US",0,"US","M"
"2810",2810,2023,"SE","FT","Security Engineer",247500,"USD",247500,"US",0,"US","M"
"2811",2811,2023,"SE","FT","Security Engineer",153000,"USD",153000,"US",0,"US","M"
"2812",2812,2023,"SE","FT","Security Engineer",116000,"USD",116000,"US",0,"US","M"
"2813",2813,2023,"SE","FT","Security Engineer",90000,"USD",90000,"US",0,"US","M"
"2814",2814,2023,"MI","FT","Compliance Analyst",215000,"USD",215000,"US",0,"US","M"
"2815",2815,2023,"MI","FT","Compliance Analyst",129000,"USD",129000,"US",0,"US","M"
"2816",2816,2023,"SE","FT","DevSecOps Engineer",150000,"USD",150000,"US",0,"US","M"
"2817",2817,2023,"SE","FT","DevSecOps Engineer",100000,"USD",100000,"US",0,"US","M"
"2818",2818,2022,"SE","FT","Information Security Engineer",20000,"EUR",21013,"HR",50,"HR","M"
"2819",2819,2022,"EN","FT","Cyber Security Analyst",72000,"USD",72000,"US",50,"US","L"
"2820",2820,2022,"SE","FT","Security Incident Response Engineer",240000,"USD",240000,"US",100,"US","L"
"2821",2821,2022,"SE","FT","Security Engineer",168400,"USD",168400,"US",0,"US","M"
"2822",2822,2022,"SE","FT","Security Engineer",105200,"USD",105200,"US",0,"US","M"
"2823",2823,2022,"SE","FT","Incident Response Analyst",200000,"USD",200000,"US",0,"US","M"
"2824",2824,2022,"SE","FT","Incident Response Analyst",130000,"USD",130000,"US",0,"US","M"
"2825",2825,2022,"SE","FT","SOC Analyst",154000,"USD",154000,"US",0,"US","M"
"2826",2826,2022,"SE","FT","SOC Analyst",140000,"USD",140000,"US",0,"US","M"
"2827",2827,2022,"SE","FT","Security Engineer",272250,"USD",272250,"US",100,"US","M"
"2828",2828,2022,"SE","FT","Security Engineer",198000,"USD",198000,"US",100,"US","M"
"2829",2829,2022,"SE","FT","Security Engineer",207500,"USD",207500,"US",100,"US","M"
"2830",2830,2022,"SE","FT","Security Engineer",145600,"USD",145600,"US",100,"US","M"
"2831",2831,2022,"EN","FT","Information Security Analyst",95000,"USD",95000,"US",100,"US","M"
"2832",2832,2022,"SE","FT","Cyber Security Architect",140000,"USD",140000,"US",100,"US","L"
"2833",2833,2022,"SE","FT","Director of Information Security",265000,"USD",265000,"US",50,"GB","L"
"2834",2834,2022,"SE","FT","DevSecOps Engineer",150000,"USD",150000,"US",0,"US","M"
"2835",2835,2022,"SE","FT","DevSecOps Engineer",100000,"USD",100000,"US",0,"US","M"
"2836",2836,2022,"EN","FT","Chief Information Security Officer",100000,"USD",100000,"JO",0,"US","M"
"2837",2837,2022,"EX","FT","Security Architect",230000,"USD",230000,"US",0,"US","M"
"2838",2838,2022,"EX","FT","Security Architect",190000,"USD",190000,"US",0,"US","M"
"2839",2839,2022,"SE","FT","Security Engineer",212800,"USD",212800,"US",0,"US","L"
"2840",2840,2022,"SE","FT","Security Engineer",135500,"USD",135500,"US",0,"US","L"
"2841",2841,2022,"EN","PT","Penetration Tester",16400,"EUR",17230,"DE",50,"DE","L"
"2842",2842,2022,"MI","FT","Security Analyst",89000,"USD",89000,"US",0,"US","M"
"2843",2843,2022,"MI","FT","Security Analyst",65000,"USD",65000,"US",0,"US","M"
"2844",2844,2022,"SE","FT","Security Analyst",123088,"USD",123088,"US",0,"US","M"
"2845",2845,2022,"SE","FT","Security Analyst",82425,"USD",82425,"US",0,"US","M"
"2846",2846,2022,"MI","FT","Security Specialist",85000,"USD",85000,"US",100,"US","M"
"2847",2847,2022,"MI","FT","Security Specialist",75000,"USD",75000,"US",100,"US","M"
"2848",2848,2022,"MI","FT","Cyber Security Consultant",102000,"USD",102000,"US",50,"US","S"
"2849",2849,2022,"SE","FT","Information Security Lead",54000,"USD",54000,"HU",100,"HU","M"
"2850",2850,2022,"EN","FT","Penetration Tester",36000,"GBP",44328,"GB",100,"GB","M"
"2851",2851,2022,"SE","FT","Security Engineering Manager",215000,"USD",215000,"US",100,"US","M"
"2852",2852,2022,"SE","FT","DevSecOps Engineer",150000,"USD",150000,"US",0,"US","M"
"2853",2853,2022,"SE","FT","DevSecOps Engineer",100000,"USD",100000,"US",0,"US","M"
"2854",2854,2022,"SE","FT","Security Operations Analyst",112200,"USD",112200,"US",0,"US","M"
"2855",2855,2022,"SE","FT","Security Operations Analyst",88000,"USD",88000,"US",0,"US","M"
"2856",2856,2022,"SE","FT","Penetration Tester",147100,"USD",147100,"US",0,"US","M"
"2857",2857,2022,"SE","FT","Penetration Tester",90700,"USD",90700,"US",0,"US","M"
"2858",2858,2022,"SE","FT","Cyber Threat Intelligence Analyst",115100,"USD",115100,"US",0,"US","M"
"2859",2859,2022,"SE","FT","Cyber Threat Intelligence Analyst",73900,"USD",73900,"US",0,"US","M"
"2860",2860,2022,"MI","FT","Security Operations Manager",240000,"USD",240000,"US",0,"US","M"
"2861",2861,2022,"MI","FT","Security Operations Manager",150000,"USD",150000,"US",0,"US","M"
"2862",2862,2022,"SE","FT","Security Engineer",190000,"USD",190000,"US",0,"US","M"
"2863",2863,2022,"SE","FT","Security Engineer",155000,"USD",155000,"US",0,"US","M"
"2864",2864,2022,"EX","FT","Security Operations Manager",115000,"USD",115000,"CA",100,"CA","M"
"2865",2865,2022,"EX","FT","Security Operations Manager",85000,"USD",85000,"CA",100,"CA","M"
"2866",2866,2022,"MI","FT","Security Analyst",89000,"USD",89000,"US",100,"US","M"
"2867",2867,2022,"MI","FT","Security Analyst",65000,"USD",65000,"US",100,"US","M"
"2868",2868,2022,"SE","FT","Information Security Officer",204500,"USD",204500,"US",0,"US","M"
"2869",2869,2022,"SE","FT","Information Security Officer",142200,"USD",142200,"US",0,"US","M"
"2870",2870,2022,"EN","FT","Cyber Security Engineer",85000,"USD",85000,"US",100,"US","S"
"2871",2871,2022,"EN","FT","Security Consultant",70000,"USD",70000,"US",100,"US","M"
"2872",2872,2022,"SE","FT","Security Engineer",227200,"USD",227200,"CA",100,"CA","M"
"2873",2873,2022,"SE","FT","Security Engineer",168000,"USD",168000,"CA",100,"CA","M"
"2874",2874,2022,"SE","FT","Security Engineer",198800,"USD",198800,"US",0,"US","M"
"2875",2875,2022,"SE","FT","Security Engineer",122600,"USD",122600,"US",0,"US","M"
"2876",2876,2022,"SE","FT","Security Specialist",242990,"USD",242990,"US",100,"US","M"
"2877",2877,2022,"SE","FT","Security Specialist",91210,"USD",91210,"US",100,"US","M"
"2878",2878,2022,"EN","FT","Security Researcher",147100,"USD",147100,"US",0,"US","M"
"2879",2879,2022,"EN","FT","Security Researcher",73900,"USD",73900,"US",0,"US","M"
"2880",2880,2022,"SE","FT","Security Compliance Manager",169000,"USD",169000,"US",100,"US","M"
"2881",2881,2022,"SE","FT","Security Compliance Manager",117500,"USD",117500,"US",100,"US","M"
"2882",2882,2022,"SE","FT","DevSecOps Engineer",150000,"USD",150000,"US",0,"US","M"
"2883",2883,2022,"SE","FT","DevSecOps Engineer",100000,"USD",100000,"US",0,"US","M"
"2884",2884,2022,"SE","FT","Security Engineer",185000,"USD",185000,"US",100,"US","M"
"2885",2885,2022,"SE","FT","Security Engineer",157250,"USD",157250,"US",100,"US","M"
"2886",2886,2022,"SE","FT","Security Analyst",155500,"USD",155500,"US",100,"US","M"
"2887",2887,2022,"SE","FT","Security Analyst",127500,"USD",127500,"US",100,"US","M"
"2888",2888,2022,"EN","FT","Cyber Threat Intelligence Analyst",100000,"USD",100000,"AE",100,"AE","L"
"2889",2889,2022,"SE","FT","Information Security Analyst",83900,"USD",83900,"US",0,"US","L"
"2890",2890,2022,"MI","FT","Information Systems Security Officer",125000,"USD",125000,"US",50,"US","L"
"2891",2891,2022,"MI","FT","Information Security Consultant",100000,"CAD",76814,"CA",100,"CA","L"
"2892",2892,2022,"SE","FT","Security Researcher",240000,"CAD",184355,"CA",100,"US","L"
"2893",2893,2022,"EN","FT","Data Security Analyst",38000,"USD",38000,"US",100,"US","L"
"2894",2894,2022,"SE","FT","Security Analyst",105000,"USD",105000,"US",100,"US","L"
"2895",2895,2022,"MI","FT","Compliance Analyst",120000,"USD",120000,"US",0,"US","M"
"2896",2896,2022,"MI","FT","Compliance Analyst",80000,"USD",80000,"US",0,"US","M"
"2897",2897,2022,"SE","FT","Security Engineer",146000,"USD",146000,"CA",100,"CA","M"
"2898",2898,2022,"SE","FT","Security Engineer",97000,"USD",97000,"CA",100,"CA","M"
"2899",2899,2022,"EX","FT","Privacy Manager",165000,"USD",165000,"US",0,"US","M"
"2900",2900,2022,"EX","FT","Privacy Manager",143000,"USD",143000,"US",0,"US","M"
"2901",2901,2022,"MI","FT","DevSecOps Engineer",152000,"USD",152000,"US",0,"US","M"
"2902",2902,2022,"MI","FT","DevSecOps Engineer",91000,"USD",91000,"US",0,"US","M"
"2903",2903,2022,"SE","FT","Security Engineer",261201,"USD",261201,"US",100,"US","M"
"2904",2904,2022,"SE","FT","Security Engineer",179520,"USD",179520,"US",100,"US","M"
"2905",2905,2022,"SE","FT","Detection Engineer",240000,"USD",240000,"US",0,"US","M"
"2906",2906,2022,"SE","FT","Detection Engineer",187000,"USD",187000,"US",0,"US","M"
"2907",2907,2022,"SE","FT","Privacy Manager",124000,"USD",124000,"US",100,"US","M"
"2908",2908,2022,"SE","FT","Privacy Manager",100000,"USD",100000,"US",100,"US","M"
"2909",2909,2022,"SE","FT","Security Analyst",215000,"USD",215000,"US",0,"US","M"
"2910",2910,2022,"SE","FT","Security Analyst",89000,"USD",89000,"US",0,"US","M"
"2911",2911,2022,"SE","FT","Security Engineer",240000,"USD",240000,"US",100,"US","M"
"2912",2912,2022,"SE","FT","Security Engineer",187000,"USD",187000,"US",100,"US","M"
"2913",2913,2022,"SE","FT","Information Systems Security Officer",168400,"USD",168400,"US",0,"US","M"
"2914",2914,2022,"SE","FT","Information Systems Security Officer",105200,"USD",105200,"US",0,"US","M"
"2915",2915,2022,"SE","FT","DevSecOps Engineer",150000,"USD",150000,"US",0,"US","M"
"2916",2916,2022,"SE","FT","DevSecOps Engineer",100000,"USD",100000,"US",0,"US","M"
"2917",2917,2022,"SE","FT","Security Engineer",204500,"USD",204500,"US",0,"US","M"
"2918",2918,2022,"SE","FT","Security Engineer",142200,"USD",142200,"US",0,"US","M"
"2919",2919,2022,"MI","FT","Cyber Security Consultant",43000,"GBP",52947,"IN",100,"GB","M"
"2920",2920,2022,"MI","FT","Security Engineer",190000,"USD",190000,"US",0,"US","M"
"2921",2921,2022,"MI","FT","Security Engineer",140000,"USD",140000,"US",0,"US","M"
"2922",2922,2022,"MI","FT","Security Engineer",210000,"USD",210000,"US",0,"US","M"
"2923",2923,2022,"MI","FT","Security Engineer",150000,"USD",150000,"US",0,"US","M"
"2924",2924,2022,"MI","FT","Information Systems Security Officer",94000,"USD",94000,"US",0,"US","M"
