"","X","work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_location","company_size"
"1110",1110,2023,"SE","FT","Professional Services Consultant",135000,"USD",135000,"US",0,"US","M"
"1111",1111,2023,"MI","FT","Cyber Security Analyst",100450,"USD",100450,"US",100,"US","L"
"1112",1112,2023,"MI","FT","Compliance Manager",153600,"USD",153600,"US",0,"US","M"
"1113",1113,2023,"MI","FT","Compliance Manager",100500,"USD",100500,"US",0,"US","M"
"1114",1114,2023,"SE","FT","Security Architect",230000,"USD",230000,"US",0,"US","M"
"1115",1115,2023,"SE","FT","Security Architect",160000,"USD",160000,"US",0,"US","M"
"1116",1116,2023,"SE","FT","Security Engineer",204000,"USD",204000,"US",0,"US","M"
"1117",1117,2023,"SE","FT","Security Engineer",149000,"USD",149000,"US",0,"US","M"
"1118",1118,2023,"SE","FT","Professional Services Consultant",145000,"USD",145000,"US",100,"US","M"
"1119",1119,2023,"SE","FT","Professional Services Consultant",122000,"USD",122000,"US",100,"US","M"
"1120",1120,2023,"SE","FT","Security Engineer",370000,"USD",370000,"US",100,"US","M"
"1121",1121,2023,"SE","FT","Security Engineer",245000,"USD",245000,"US",100,"US","M"
"1122",1122,2023,"MI","FT","Security Compliance Manager",247500,"USD",247500,"US",100,"US","M"
"1123",1123,2023,"MI","FT","Security Compliance Manager",172200,"USD",172200,"US",100,"US","M"
"1124",1124,2023,"SE","FT","Offensive Security Engineer",166500,"USD",166500,"US",100,"US","L"
"1125",1125,2023,"SE","FT","DevSecOps Engineer",160000,"USD",160000,"US",0,"US","M"
"1126",1126,2023,"SE","FT","DevSecOps Engineer",130000,"USD",130000,"US",0,"US","M"
"1127",1127,2023,"SE","FT","Information Security Analyst",100000,"USD",100000,"US",0,"US","M"
"1128",1128,2023,"SE","FT","Information Security Analyst",90000,"USD",90000,"US",0,"US","M"
"1129",1129,2023,"EN","FT","Security Consultant",70000,"USD",70000,"US",100,"US","L"
"1130",1130,2023,"SE","FT","Information Security Analyst",60000,"GBP",73824,"GB",100,"GB","M"
"1131",1131,2023,"SE","FT","Information Security Analyst",50000,"GBP",61520,"GB",100,"GB","M"
"1132",1132,2023,"SE","FT","Security Engineer",75000,"GBP",92280,"GB",100,"GB","M"
"1133",1133,2023,"SE","FT","Security Engineer",65000,"GBP",79976,"GB",100,"GB","M"
"1134",1134,2023,"SE","FT","Security Engineer",225000,"USD",225000,"US",0,"US","M"
"1135",1135,2023,"SE","FT","Security Engineer",156400,"USD",156400,"US",0,"US","M"
"1136",1136,2023,"SE","FT","Security Engineer",212800,"USD",212800,"US",0,"US","L"
"1137",1137,2023,"SE","FT","Security Engineer",135500,"USD",135500,"US",0,"US","L"
"1138",1138,2023,"SE","FT","Professional Services Consultant",147500,"USD",147500,"US",0,"US","M"
"1139",1139,2023,"SE","FT","Professional Services Consultant",107300,"USD",107300,"US",0,"US","M"
"1140",1140,2023,"SE","FT","Security Engineer",175000,"USD",175000,"US",0,"US","M"
"1141",1141,2023,"SE","FT","Security Engineer",90000,"USD",90000,"US",0,"US","M"
"1142",1142,2023,"MI","FT","Security Analyst",118965,"USD",118965,"AU",0,"AU","M"
"1143",1143,2023,"MI","FT","Security Analyst",93854,"USD",93854,"AU",0,"AU","M"
"1144",1144,2023,"EN","FT","Security Engineer",215000,"USD",215000,"US",100,"US","L"
"1145",1145,2023,"EN","FT","Security Engineer",111600,"USD",111600,"US",100,"US","L"
"1146",1146,2023,"SE","FT","Security Architect",193000,"USD",193000,"US",0,"US","M"
"1147",1147,2023,"SE","FT","Security Architect",117000,"USD",117000,"US",0,"US","M"
"1148",1148,2023,"SE","FT","Security Engineer",159000,"USD",159000,"US",0,"US","M"
"1149",1149,2023,"SE","FT","Security Engineer",116000,"USD",116000,"US",0,"US","M"
"1150",1150,2023,"SE","FT","Security Engineer",383910,"USD",383910,"US",0,"US","M"
"1151",1151,2023,"SE","FT","Security Engineer",315850,"USD",315850,"US",0,"US","M"
"1152",1152,2023,"SE","FT","Security Engineer",302400,"USD",302400,"US",100,"US","M"
"1153",1153,2023,"SE","FT","Security Engineer",181400,"USD",181400,"US",100,"US","M"
"1154",1154,2023,"SE","FT","Security Engineer",277300,"USD",277300,"GB",0,"GB","M"
"1155",1155,2023,"SE","FT","Security Engineer",213300,"USD",213300,"GB",0,"GB","M"
"1156",1156,2023,"MI","FT","Security Specialist",120000,"USD",120000,"US",0,"US","M"
"1157",1157,2023,"MI","FT","Security Specialist",70000,"USD",70000,"US",0,"US","M"
"1158",1158,2023,"SE","FT","Security Engineer",285000,"USD",285000,"US",100,"US","M"
"1159",1159,2023,"SE","FT","Security Engineer",145000,"USD",145000,"US",100,"US","M"
"1160",1160,2023,"SE","FT","Incident Response Engineer",150000,"USD",150000,"US",100,"US","M"
"1161",1161,2023,"SE","FT","Incident Response Engineer",108000,"USD",108000,"US",100,"US","M"
"1162",1162,2023,"SE","FT","Security Engineer",272400,"USD",272400,"US",0,"US","L"
"1163",1163,2023,"SE","FT","Security Engineer",140100,"USD",140100,"US",0,"US","L"
"1164",1164,2023,"SE","FT","Security Engineer",204000,"USD",204000,"CA",0,"CA","M"
"1165",1165,2023,"SE","FT","Security Engineer",122000,"USD",122000,"CA",0,"CA","M"
"1166",1166,2023,"SE","FT","Security Engineer",200000,"USD",200000,"US",100,"US","M"
"1167",1167,2023,"SE","FT","Security Engineer",175000,"USD",175000,"US",100,"US","M"
"1168",1168,2023,"SE","FT","Security Engineer",185000,"USD",185000,"US",100,"US","M"
"1169",1169,2023,"SE","FT","Security Engineer",175000,"USD",175000,"US",100,"US","M"
"1170",1170,2023,"SE","FT","Security Engineer",150000,"USD",150000,"CA",100,"CA","M"
"1171",1171,2023,"SE","FT","Security Engineer",120000,"USD",120000,"CA",100,"CA","M"
"1172",1172,2023,"SE","FT","Security Engineer",138000,"USD",138000,"US",0,"US","M"
"1173",1173,2023,"SE","FT","Security Engineer",110000,"USD",110000,"US",0,"US","M"
"1174",1174,2023,"SE","FT","Security Engineer",194210,"USD",194210,"US",0,"US","M"
"1175",1175,2023,"SE","FT","Security Engineer",155370,"USD",155370,"US",0,"US","M"
"1176",1176,2023,"SE","FT","Security Engineer",150000,"USD",150000,"US",0,"US","M"
"1177",1177,2023,"SE","FT","Security Engineer",110000,"USD",110000,"US",0,"US","M"
"1178",1178,2023,"MI","FT","Security Engineer",150000,"USD",150000,"US",0,"US","M"
"1179",1179,2023,"MI","FT","Security Engineer",130000,"USD",130000,"US",0,"US","M"
"1180",1180,2023,"SE","FT","Security Architect",160000,"USD",160000,"US",0,"US","M"
"1181",1181,2023,"SE","FT","Security Architect",120000,"USD",120000,"US",0,"US","M"
"1182",1182,2023,"EN","FT","Cyber Security Analyst",60000,"USD",60000,"US",0,"US","S"
"1183",1183,2023,"SE","FT","Security Analyst",138986,"USD",138986,"AU",0,"AU","M"
"1184",1184,2023,"SE","FT","Security Analyst",105596,"USD",105596,"AU",0,"AU","M"
"1185",1185,2023,"MI","FT","Head of Information Security",90000,"GBP",110736,"GB",0,"GB","M"
"1186",1186,2023,"MI","FT","Head of Information Security",90000,"GBP",110736,"GB",0,"GB","M"
"1187",1187,2023,"SE","FT","Security Researcher",185000,"USD",185000,"US",0,"US","M"
"1188",1188,2023,"SE","FT","Security Researcher",170000,"USD",170000,"US",0,"US","M"
"1189",1189,2023,"SE","FT","Compliance Analyst",240000,"USD",240000,"GB",100,"GB","M"
"1190",1190,2023,"SE","FT","Compliance Analyst",129000,"USD",129000,"GB",100,"GB","M"
"1191",1191,2023,"SE","FT","Security Engineer",275900,"USD",275900,"US",100,"US","M"
"1192",1192,2023,"SE","FT","Security Engineer",187700,"USD",187700,"US",100,"US","M"
"1193",1193,2023,"SE","FT","Security Engineer",252400,"USD",252400,"US",100,"US","M"
"1194",1194,2023,"SE","FT","Security Engineer",161520,"USD",161520,"US",100,"US","M"
"1195",1195,2023,"SE","FT","SOC Analyst",130000,"USD",130000,"US",100,"US","M"
"1196",1196,2023,"SE","FT","SOC Analyst",100000,"USD",100000,"US",100,"US","M"
"1197",1197,2023,"SE","FT","Security Engineer",370000,"USD",370000,"US",100,"US","M"
"1198",1198,2023,"SE","FT","Security Engineer",245000,"USD",245000,"US",100,"US","M"
"1199",1199,2023,"SE","FT","Security Engineer",212800,"USD",212800,"US",0,"US","L"
"1200",1200,2023,"SE","FT","Security Engineer",111600,"USD",111600,"US",0,"US","L"
"1201",1201,2023,"SE","FT","Security Analyst",95000,"USD",95000,"US",0,"US","M"
"1202",1202,2023,"SE","FT","Security Analyst",75000,"USD",75000,"US",0,"US","M"
"1203",1203,2023,"SE","FT","Security Engineer",210000,"USD",210000,"US",0,"US","M"
"1204",1204,2023,"SE","FT","Security Engineer",159090,"USD",159090,"US",0,"US","M"
"1205",1205,2023,"SE","FT","Security Engineer",245000,"USD",245000,"US",100,"US","M"
"1206",1206,2023,"SE","FT","Security Engineer",185000,"USD",185000,"US",100,"US","M"
"1207",1207,2023,"SE","FT","Incident Response Manager",174500,"USD",174500,"FR",0,"FR","M"
"1208",1208,2023,"SE","FT","Incident Response Manager",118100,"USD",118100,"FR",0,"FR","M"
"1209",1209,2023,"SE","FT","Security Engineer",204500,"USD",204500,"US",0,"US","M"
"1210",1210,2023,"SE","FT","Security Engineer",142200,"USD",142200,"US",0,"US","M"
"1211",1211,2023,"SE","FT","Security Operations Engineer",237700,"USD",237700,"US",100,"US","M"
"1212",1212,2023,"SE","FT","Security Operations Engineer",107500,"USD",107500,"US",100,"US","M"
"1213",1213,2023,"SE","FT","Security Engineer",329500,"USD",329500,"US",0,"US","M"
"1214",1214,2023,"SE","FT","Security Engineer",269600,"USD",269600,"US",0,"US","M"
"1215",1215,2023,"SE","FT","Security Architect",200000,"USD",200000,"AU",0,"AU","M"
"1216",1216,2023,"SE","FT","Security Architect",70000,"USD",70000,"AU",0,"AU","M"
"1217",1217,2023,"SE","FT","Security Engineer",212800,"USD",212800,"US",0,"US","L"
"1218",1218,2023,"SE","FT","Security Engineer",135500,"USD",135500,"US",0,"US","L"
"1219",1219,2023,"SE","FT","Security Engineer",237000,"USD",237000,"US",100,"US","M"
"1220",1220,2023,"SE","FT","Security Engineer",201450,"USD",201450,"US",100,"US","M"
"1221",1221,2023,"SE","FT","Security Engineer",250000,"USD",250000,"US",0,"US","M"
"1222",1222,2023,"SE","FT","Security Engineer",210000,"USD",210000,"US",0,"US","M"
"1223",1223,2023,"MI","FT","Incident Response Engineer",146000,"USD",146000,"US",0,"US","M"
"1224",1224,2023,"MI","FT","Incident Response Engineer",75000,"USD",75000,"US",0,"US","M"
"1225",1225,2023,"SE","FT","Security Engineer",123000,"USD",123000,"US",100,"US","M"
"1226",1226,2023,"SE","FT","Security Engineer",82425,"USD",82425,"US",100,"US","M"
"1227",1227,2023,"SE","FT","Security Engineer",205485,"USD",205485,"US",100,"US","M"
"1228",1228,2023,"SE","FT","Security Engineer",156560,"USD",156560,"US",100,"US","M"
"1229",1229,2023,"SE","FT","Security Engineer",230000,"USD",230000,"US",0,"US","M"
"1230",1230,2023,"SE","FT","Security Engineer",107000,"USD",107000,"US",0,"US","M"
"1231",1231,2023,"SE","FT","Information Security Analyst",130000,"USD",130000,"US",0,"US","M"
"1232",1232,2023,"SE","FT","Information Security Analyst",95000,"USD",95000,"US",0,"US","M"
"1233",1233,2023,"SE","FT","Security Engineer",247600,"USD",247600,"US",0,"US","L"
"1234",1234,2023,"SE","FT","Security Engineer",136000,"USD",136000,"US",0,"US","L"
"1235",1235,2023,"SE","FT","Compliance Specialist",247000,"USD",247000,"US",0,"US","L"
"1236",1236,2023,"SE","FT","Compliance Specialist",127800,"USD",127800,"US",0,"US","L"
"1237",1237,2023,"MI","FT","Compliance Analyst",120150,"USD",120150,"US",0,"US","M"
"1238",1238,2023,"MI","FT","Compliance Analyst",108135,"USD",108135,"US",0,"US","M"
"1239",1239,2023,"SE","FT","Compliance Analyst",120150,"USD",120150,"US",0,"US","M"
"1240",1240,2023,"SE","FT","Compliance Analyst",108135,"USD",108135,"US",0,"US","M"
"1241",1241,2023,"SE","FT","GRC Analyst",147500,"USD",147500,"US",100,"US","M"
"1242",1242,2023,"SE","FT","Security Engineer",212800,"USD",212800,"US",0,"US","L"
"1243",1243,2023,"SE","FT","Security Engineer",135500,"USD",135500,"US",0,"US","L"
"1244",1244,2023,"SE","FT","Security Engineer",115000,"USD",115000,"US",100,"US","M"
"1245",1245,2023,"SE","FT","Security Engineer",70000,"USD",70000,"US",100,"US","M"
"1246",1246,2023,"SE","FT","Information Security Analyst",100000,"USD",100000,"US",0,"US","M"
"1247",1247,2023,"SE","FT","Information Security Analyst",90000,"USD",90000,"US",0,"US","M"
"1248",1248,2023,"SE","FT","Security Architect",180500,"USD",180500,"US",0,"US","M"
"1249",1249,2023,"SE","FT","Security Architect",131300,"USD",131300,"US",0,"US","M"
"1250",1250,2023,"MI","FT","Security Analyst",118965,"USD",118965,"AU",0,"AU","M"
"1251",1251,2023,"MI","FT","Security Analyst",93854,"USD",93854,"AU",0,"AU","M"
"1252",1252,2023,"SE","FT","Security Analyst",138986,"USD",138986,"AU",0,"AU","M"
"1253",1253,2023,"SE","FT","Security Analyst",105596,"USD",105596,"AU",0,"AU","M"
"1254",1254,2023,"SE","FT","Security Engineer",198000,"USD",198000,"CA",100,"CA","M"
"1255",1255,2023,"SE","FT","Security Engineer",130000,"USD",130000,"CA",100,"CA","M"
"1256",1256,2023,"SE","FT","Security Engineer",173600,"USD",173600,"US",0,"US","M"
"1257",1257,2023,"SE","FT","Security Engineer",115800,"USD",115800,"US",0,"US","M"
"1258",1258,2023,"SE","FT","Security Specialist",220000,"USD",220000,"US",100,"US","M"
"1259",1259,2023,"SE","FT","Security Specialist",160000,"USD",160000,"US",100,"US","M"
"1260",1260,2023,"MI","FT","Security Engineer",194300,"USD",194300,"US",0,"US","M"
"1261",1261,2023,"MI","FT","Security Engineer",129500,"USD",129500,"US",0,"US","M"
"1262",1262,2023,"SE","FT","Security Engineer",170000,"USD",170000,"US",100,"US","M"
"1263",1263,2023,"SE","FT","Security Engineer",150000,"USD",150000,"US",100,"US","M"
"1264",1264,2023,"SE","FT","Security Engineer",200000,"USD",200000,"US",100,"US","M"
"1265",1265,2023,"SE","FT","Security Engineer",100000,"USD",100000,"US",100,"US","M"
"1266",1266,2023,"EN","FT","Cyber Security Analyst",26000,"EUR",28071,"IT",100,"IT","L"
"1267",1267,2023,"SE","FT","Penetration Tester",112000,"USD",112000,"US",100,"US","M"
"1268",1268,2023,"SE","FT","Penetration Tester",64000,"USD",64000,"US",100,"US","M"
"1269",1269,2023,"MI","FT","Penetration Tester",117000,"USD",117000,"US",100,"US","L"
"1270",1270,2023,"SE","FT","Security Researcher",225500,"USD",225500,"US",0,"US","M"
"1271",1271,2023,"SE","FT","Security Researcher",139400,"USD",139400,"US",0,"US","M"
"1272",1272,2023,"MI","FT","Information Security Analyst",80000,"GBP",98432,"US",100,"US","L"
"1273",1273,2023,"MI","FT","Information Security Analyst",53000,"GBP",65211,"US",100,"US","L"
"1274",1274,2023,"SE","FT","Security Engineer",247500,"USD",247500,"US",0,"US","M"
"1275",1275,2023,"SE","FT","Security Engineer",153000,"USD",153000,"US",0,"US","M"
"1276",1276,2023,"SE","FT","Information Security Analyst",175000,"USD",175000,"US",0,"US","M"
"1277",1277,2023,"SE","FT","Information Security Analyst",125000,"USD",125000,"US",0,"US","M"
"1278",1278,2023,"SE","FT","Security Researcher",225500,"USD",225500,"US",0,"US","M"
"1279",1279,2023,"SE","FT","Security Researcher",139400,"USD",139400,"US",0,"US","M"
"1280",1280,2023,"SE","FT","Security Engineer",185000,"USD",185000,"US",100,"US","M"
"1281",1281,2023,"SE","FT","Security Engineer",175000,"USD",175000,"US",100,"US","M"
"1282",1282,2023,"SE","FT","Compliance Manager",153600,"USD",153600,"US",0,"US","M"
"1283",1283,2023,"SE","FT","Compliance Manager",100500,"USD",100500,"US",0,"US","M"
"1284",1284,2023,"SE","FT","Information Security Program Manager",252000,"USD",252000,"US",100,"US","M"
"1285",1285,2023,"SE","FT","Information Security Program Manager",151200,"USD",151200,"US",100,"US","M"
"1286",1286,2023,"SE","FT","Security Analyst",123000,"USD",123000,"US",100,"US","M"
"1287",1287,2023,"SE","FT","Security Analyst",96000,"USD",96000,"US",100,"US","M"
"1288",1288,2023,"SE","FT","Security Engineer",230000,"USD",230000,"US",100,"US","M"
"1289",1289,2023,"SE","FT","Security Engineer",107000,"USD",107000,"US",100,"US","M"
"1290",1290,2023,"SE","FT","Security Analyst",112000,"USD",112000,"US",100,"US","M"
"1291",1291,2023,"SE","FT","Security Analyst",88000,"USD",88000,"US",100,"US","M"
"1292",1292,2023,"SE","FT","Security Engineer",220000,"USD",220000,"US",0,"US","M"
"1293",1293,2023,"SE","FT","Security Engineer",160000,"USD",160000,"US",0,"US","M"
"1294",1294,2023,"EX","FT","Head of Security",245000,"USD",245000,"US",0,"US","M"
"1295",1295,2023,"EX","FT","Head of Security",225000,"USD",225000,"US",0,"US","M"
"1296",1296,2023,"SE","FT","DevSecOps Engineer",160000,"USD",160000,"US",0,"US","M"
"1297",1297,2023,"SE","FT","DevSecOps Engineer",130000,"USD",130000,"US",0,"US","M"
"1298",1298,2023,"SE","FT","Security Engineer",184000,"USD",184000,"US",100,"US","M"
"1299",1299,2023,"SE","FT","Security Engineer",125120,"USD",125120,"US",100,"US","M"
"1300",1300,2023,"SE","FT","Security Engineer",247600,"USD",247600,"US",0,"US","L"
"1301",1301,2023,"SE","FT","Security Engineer",136000,"USD",136000,"US",0,"US","L"
"1302",1302,2023,"SE","FT","Security Engineer",151200,"USD",151200,"GB",100,"GB","M"
"1303",1303,2023,"SE","FT","Security Engineer",100000,"USD",100000,"GB",100,"GB","M"
"1304",1304,2023,"SE","FT","Information Security Program Manager",252000,"USD",252000,"US",100,"US","M"
"1305",1305,2023,"SE","FT","Information Security Program Manager",152000,"USD",152000,"US",100,"US","M"
"1306",1306,2023,"SE","FT","Security Engineer",212800,"USD",212800,"US",0,"US","L"
"1307",1307,2023,"SE","FT","Security Engineer",135500,"USD",135500,"US",0,"US","L"
"1308",1308,2023,"SE","FT","Security Engineer",252000,"USD",252000,"US",0,"US","M"
"1309",1309,2023,"SE","FT","Security Engineer",206200,"USD",206200,"US",0,"US","M"
"1310",1310,2023,"MI","FT","Security Engineer",145000,"USD",145000,"US",100,"US","M"
"1311",1311,2023,"MI","FT","Cyber Security Architect",51500,"EUR",55603,"FR",50,"FR","L"
"1312",1312,2023,"SE","FT","Security Engineer",170000,"USD",170000,"US",0,"US","M"
"1313",1313,2023,"SE","FT","Security Engineer",120000,"USD",120000,"US",0,"US","M"
"1314",1314,2023,"SE","FT","Security Engineer",127188,"USD",127188,"US",0,"US","M"
"1315",1315,2023,"SE","FT","Security Engineer",100756,"USD",100756,"US",0,"US","M"
"1316",1316,2023,"SE","FT","Security Analyst",179000,"USD",179000,"US",100,"US","M"
"1317",1317,2023,"SE","FT","Security Analyst",130000,"USD",130000,"US",100,"US","M"
"1318",1318,2023,"SE","FT","Security Analyst",179000,"USD",179000,"US",100,"US","M"
"1319",1319,2023,"SE","FT","Security Analyst",130000,"USD",130000,"US",100,"US","M"
"1320",1320,2023,"SE","FT","Compliance Manager",142800,"USD",142800,"US",0,"US","L"
"1321",1321,2023,"SE","FT","Compliance Manager",59300,"USD",59300,"US",0,"US","L"
"1322",1322,2023,"MI","FT","Information Systems Security Officer",140000,"USD",140000,"US",0,"US","M"
"1323",1323,2023,"MI","FT","Information Systems Security Officer",92000,"USD",92000,"US",0,"US","M"
"1324",1324,2023,"SE","FT","Security Engineer",247600,"USD",247600,"US",0,"US","L"
"1325",1325,2023,"SE","FT","Security Engineer",136000,"USD",136000,"US",0,"US","L"
"1326",1326,2023,"SE","FT","Security Analyst",145000,"USD",145000,"US",100,"US","M"
"1327",1327,2023,"SE","FT","Security Analyst",100000,"USD",100000,"US",100,"US","M"
"1328",1328,2023,"SE","FT","Security Analyst",90600,"USD",90600,"US",100,"US","M"
"1329",1329,2023,"SE","FT","Security Analyst",72500,"USD",72500,"US",100,"US","M"
